mixture_path,vocals_path,drums_path,bass_path,other_path,duration
Datasets\Db2\Db_180\mixture.wav,Datasets\Db2\Db_180\vocals.wav,Datasets\Db2\Db_180\drums.wav,Datasets\Db2\Db_180\bass.wav,Datasets\Db2\Db_180\other.wav,116.37122448979592
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db1\Db_043\mixture.wav,Datasets\Db1\Db_043\vocals.wav,Datasets\Db1\Db_043\drums.wav,Datasets\Db1\Db_043\bass.wav,Datasets\Db1\Db_043\other.wav,385.7351700680272
Datasets\Db3\Db_051\mixture.wav,Datasets\Db3\Db_051\vocals.wav,Datasets\Db3\Db_051\drums.wav,Datasets\Db3\Db_051\bass.wav,Datasets\Db3\Db_051\other.wav,241.57843537414965
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db3\Db_061\mixture.wav,Datasets\Db3\Db_061\vocals.wav,Datasets\Db3\Db_061\drums.wav,Datasets\Db3\Db_061\bass.wav,Datasets\Db3\Db_061\other.wav,253.3571428571429
Datasets\Db3\Db_035\mixture.wav,Datasets\Db3\Db_035\vocals.wav,Datasets\Db3\Db_035\drums.wav,Datasets\Db3\Db_035\bass.wav,Datasets\Db3\Db_035\other.wav,232.84820861678008
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db1\Db_049\mixture.wav,Datasets\Db1\Db_049\vocals.wav,Datasets\Db1\Db_049\drums.wav,Datasets\Db1\Db_049\bass.wav,Datasets\Db1\Db_049\other.wav,404.0
Datasets\Db2\Db_115\mixture.wav,Datasets\Db2\Db_115\vocals.wav,Datasets\Db2\Db_115\drums.wav,Datasets\Db2\Db_115\bass.wav,Datasets\Db2\Db_115\other.wav,187.03124716553287
Datasets\Db2\Db_216\mixture.wav,Datasets\Db2\Db_216\vocals.wav,Datasets\Db2\Db_216\drums.wav,Datasets\Db2\Db_216\bass.wav,Datasets\Db2\Db_216\other.wav,185.57142857142856
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db2\Db_161\mixture.wav,Datasets\Db2\Db_161\vocals.wav,Datasets\Db2\Db_161\drums.wav,Datasets\Db2\Db_161\bass.wav,Datasets\Db2\Db_161\other.wav,126.25
Datasets\Db3\Db_106\mixture.wav,Datasets\Db3\Db_106\vocals.wav,Datasets\Db3\Db_106\drums.wav,Datasets\Db3\Db_106\bass.wav,Datasets\Db3\Db_106\other.wav,355.5004081632653
Datasets\Db2\Db_013\mixture.wav,Datasets\Db2\Db_013\vocals.wav,Datasets\Db2\Db_013\drums.wav,Datasets\Db2\Db_013\bass.wav,Datasets\Db2\Db_013\other.wav,56.482743764172334
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db3\Db_127\mixture.wav,Datasets\Db3\Db_127\vocals.wav,Datasets\Db3\Db_127\drums.wav,Datasets\Db3\Db_127\bass.wav,Datasets\Db3\Db_127\other.wav,260.6480045351474
Datasets\Db3\Db_008\mixture.wav,Datasets\Db3\Db_008\vocals.wav,Datasets\Db3\Db_008\drums.wav,Datasets\Db3\Db_008\bass.wav,Datasets\Db3\Db_008\other.wav,189.269433106576
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db3\Db_023\mixture.wav,Datasets\Db3\Db_023\vocals.wav,Datasets\Db3\Db_023\drums.wav,Datasets\Db3\Db_023\bass.wav,Datasets\Db3\Db_023\other.wav,398.7321541950113
Datasets\Db1\Db_030\mixture.wav,Datasets\Db1\Db_030\vocals.wav,Datasets\Db1\Db_030\drums.wav,Datasets\Db1\Db_030\bass.wav,Datasets\Db1\Db_030\other.wav,228.01068027210889
Datasets\Db1\Db_053\mixture.wav,Datasets\Db1\Db_053\vocals.wav,Datasets\Db1\Db_053\drums.wav,Datasets\Db1\Db_053\bass.wav,Datasets\Db1\Db_053\other.wav,331.45868480725625
Datasets\Db3\Db_053\mixture.wav,Datasets\Db3\Db_053\vocals.wav,Datasets\Db3\Db_053\drums.wav,Datasets\Db3\Db_053\bass.wav,Datasets\Db3\Db_053\other.wav,159.29018140589568
Datasets\Db3\Db_015\mixture.wav,Datasets\Db3\Db_015\vocals.wav,Datasets\Db3\Db_015\drums.wav,Datasets\Db3\Db_015\bass.wav,Datasets\Db3\Db_015\other.wav,268.2365986394558
Datasets\Db1\Db_003\mixture.wav,Datasets\Db1\Db_003\vocals.wav,Datasets\Db1\Db_003\drums.wav,Datasets\Db1\Db_003\bass.wav,Datasets\Db1\Db_003\other.wav,232.70401360544216
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db2\Db_185\mixture.wav,Datasets\Db2\Db_185\vocals.wav,Datasets\Db2\Db_185\drums.wav,Datasets\Db2\Db_185\bass.wav,Datasets\Db2\Db_185\other.wav,210.0
Datasets\Db2\Db_111\mixture.wav,Datasets\Db2\Db_111\vocals.wav,Datasets\Db2\Db_111\drums.wav,Datasets\Db2\Db_111\bass.wav,Datasets\Db2\Db_111\other.wav,265.294126984127
Datasets\Db2\Db_203\mixture.wav,Datasets\Db2\Db_203\vocals.wav,Datasets\Db2\Db_203\drums.wav,Datasets\Db2\Db_203\bass.wav,Datasets\Db2\Db_203\other.wav,295.86208616780044
Datasets\Db3\Db_040\mixture.wav,Datasets\Db3\Db_040\vocals.wav,Datasets\Db3\Db_040\drums.wav,Datasets\Db3\Db_040\bass.wav,Datasets\Db3\Db_040\other.wav,257.6323129251701
Datasets\Db1\Db_050\mixture.wav,Datasets\Db1\Db_050\vocals.wav,Datasets\Db1\Db_050\drums.wav,Datasets\Db1\Db_050\bass.wav,Datasets\Db1\Db_050\other.wav,470.69868480725626
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db2\Db_165\mixture.wav,Datasets\Db2\Db_165\vocals.wav,Datasets\Db2\Db_165\drums.wav,Datasets\Db2\Db_165\bass.wav,Datasets\Db2\Db_165\other.wav,255.8846031746032
Datasets\Db1\Db_050\mixture.wav,Datasets\Db1\Db_050\vocals.wav,Datasets\Db1\Db_050\drums.wav,Datasets\Db1\Db_050\bass.wav,Datasets\Db1\Db_050\other.wav,470.69868480725626
Datasets\Db2\Db_106\mixture.wav,Datasets\Db2\Db_106\vocals.wav,Datasets\Db2\Db_106\drums.wav,Datasets\Db2\Db_106\bass.wav,Datasets\Db2\Db_106\other.wav,289.8749886621315
Datasets\Db3\Db_019\mixture.wav,Datasets\Db3\Db_019\vocals.wav,Datasets\Db3\Db_019\drums.wav,Datasets\Db3\Db_019\bass.wav,Datasets\Db3\Db_019\other.wav,220.1249886621316
Datasets\Db3\Db_006\mixture.wav,Datasets\Db3\Db_006\vocals.wav,Datasets\Db3\Db_006\drums.wav,Datasets\Db3\Db_006\bass.wav,Datasets\Db3\Db_006\other.wav,163.57210884353742
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db3\Db_107\mixture.wav,Datasets\Db3\Db_107\vocals.wav,Datasets\Db3\Db_107\drums.wav,Datasets\Db3\Db_107\bass.wav,Datasets\Db3\Db_107\other.wav,286.84562358276645
Datasets\Db1\Db_042\mixture.wav,Datasets\Db1\Db_042\vocals.wav,Datasets\Db1\Db_042\drums.wav,Datasets\Db1\Db_042\bass.wav,Datasets\Db1\Db_042\other.wav,219.939410430839
Datasets\Db3\Db_125\mixture.wav,Datasets\Db3\Db_125\vocals.wav,Datasets\Db3\Db_125\drums.wav,Datasets\Db3\Db_125\bass.wav,Datasets\Db3\Db_125\other.wav,234.68408163265303
Datasets\Db2\Db_196\mixture.wav,Datasets\Db2\Db_196\vocals.wav,Datasets\Db2\Db_196\drums.wav,Datasets\Db2\Db_196\bass.wav,Datasets\Db2\Db_196\other.wav,243.5915646258504
Datasets\Db3\Db_046\mixture.wav,Datasets\Db3\Db_046\vocals.wav,Datasets\Db3\Db_046\drums.wav,Datasets\Db3\Db_046\bass.wav,Datasets\Db3\Db_046\other.wav,430.3750113378685
Datasets\Db2\Db_098\mixture.wav,Datasets\Db2\Db_098\vocals.wav,Datasets\Db2\Db_098\drums.wav,Datasets\Db2\Db_098\bass.wav,Datasets\Db2\Db_098\other.wav,292.0
Datasets\Db1\Db_058\mixture.wav,Datasets\Db1\Db_058\vocals.wav,Datasets\Db1\Db_058\drums.wav,Datasets\Db1\Db_058\bass.wav,Datasets\Db1\Db_058\other.wav,143.15181405895692
Datasets\Db2\Db_218\mixture.wav,Datasets\Db2\Db_218\vocals.wav,Datasets\Db2\Db_218\drums.wav,Datasets\Db2\Db_218\bass.wav,Datasets\Db2\Db_218\other.wav,182.08092970521545
Datasets\Db1\Db_015\mixture.wav,Datasets\Db1\Db_015\vocals.wav,Datasets\Db1\Db_015\drums.wav,Datasets\Db1\Db_015\bass.wav,Datasets\Db1\Db_015\other.wav,431.06133786848073
Datasets\Db3\Db_121\mixture.wav,Datasets\Db3\Db_121\vocals.wav,Datasets\Db3\Db_121\drums.wav,Datasets\Db3\Db_121\bass.wav,Datasets\Db3\Db_121\other.wav,391.9818594104309
Datasets\Db2\Db_159\mixture.wav,Datasets\Db2\Db_159\vocals.wav,Datasets\Db2\Db_159\drums.wav,Datasets\Db2\Db_159\bass.wav,Datasets\Db2\Db_159\other.wav,78.45
Datasets\Db2\Db_148\mixture.wav,Datasets\Db2\Db_148\vocals.wav,Datasets\Db2\Db_148\drums.wav,Datasets\Db2\Db_148\bass.wav,Datasets\Db2\Db_148\other.wav,273.0
Datasets\Db3\Db_029\mixture.wav,Datasets\Db3\Db_029\vocals.wav,Datasets\Db3\Db_029\drums.wav,Datasets\Db3\Db_029\bass.wav,Datasets\Db3\Db_029\other.wav,173.44566893424036
Datasets\Db3\Db_005\mixture.wav,Datasets\Db3\Db_005\vocals.wav,Datasets\Db3\Db_005\drums.wav,Datasets\Db3\Db_005\bass.wav,Datasets\Db3\Db_005\other.wav,196.80768707483
Datasets\Db3\Db_027\mixture.wav,Datasets\Db3\Db_027\vocals.wav,Datasets\Db3\Db_027\drums.wav,Datasets\Db3\Db_027\bass.wav,Datasets\Db3\Db_027\other.wav,278.6739909297052
Datasets\Db1\Db_056\mixture.wav,Datasets\Db1\Db_056\vocals.wav,Datasets\Db1\Db_056\drums.wav,Datasets\Db1\Db_056\bass.wav,Datasets\Db1\Db_056\other.wav,846.2226984126984
Datasets\Db2\Db_040\mixture.wav,Datasets\Db2\Db_040\vocals.wav,Datasets\Db2\Db_040\drums.wav,Datasets\Db2\Db_040\bass.wav,Datasets\Db2\Db_040\other.wav,256.7812698412698
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db1\Db_073\mixture.wav,Datasets\Db1\Db_073\vocals.wav,Datasets\Db1\Db_073\drums.wav,Datasets\Db1\Db_073\bass.wav,Datasets\Db1\Db_073\other.wav,345.6571882086168
Datasets\Db2\Db_139\mixture.wav,Datasets\Db2\Db_139\vocals.wav,Datasets\Db2\Db_139\drums.wav,Datasets\Db2\Db_139\bass.wav,Datasets\Db2\Db_139\other.wav,170.0
Datasets\Db3\Db_072\mixture.wav,Datasets\Db3\Db_072\vocals.wav,Datasets\Db3\Db_072\drums.wav,Datasets\Db3\Db_072\bass.wav,Datasets\Db3\Db_072\other.wav,227.42857142857144
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db1\Db_011\mixture.wav,Datasets\Db1\Db_011\vocals.wav,Datasets\Db1\Db_011\drums.wav,Datasets\Db1\Db_011\bass.wav,Datasets\Db1\Db_011\other.wav,388.43734693877553
Datasets\Db3\Db_105\mixture.wav,Datasets\Db3\Db_105\vocals.wav,Datasets\Db3\Db_105\drums.wav,Datasets\Db3\Db_105\bass.wav,Datasets\Db3\Db_105\other.wav,317.8794557823129
Datasets\Db2\Db_138\mixture.wav,Datasets\Db2\Db_138\vocals.wav,Datasets\Db2\Db_138\drums.wav,Datasets\Db2\Db_138\bass.wav,Datasets\Db2\Db_138\other.wav,107.0
Datasets\Db1\Db_021\mixture.wav,Datasets\Db1\Db_021\vocals.wav,Datasets\Db1\Db_021\drums.wav,Datasets\Db1\Db_021\bass.wav,Datasets\Db1\Db_021\other.wav,256.0004081632653
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db4\Db_001\mixture.wav,Datasets\Db4\Db_001\vocals.wav,Datasets\Db4\Db_001\drums.wav,Datasets\Db4\Db_001\bass.wav,Datasets\Db4\Db_001\other.wav,460.3279818594104
Datasets\Db1\Db_066\mixture.wav,Datasets\Db1\Db_066\vocals.wav,Datasets\Db1\Db_066\drums.wav,Datasets\Db1\Db_066\bass.wav,Datasets\Db1\Db_066\other.wav,304.78603174603177
Datasets\Db2\Db_086\mixture.wav,Datasets\Db2\Db_086\vocals.wav,Datasets\Db2\Db_086\drums.wav,Datasets\Db2\Db_086\bass.wav,Datasets\Db2\Db_086\other.wav,206.0
Datasets\Db1\Db_043\mixture.wav,Datasets\Db1\Db_043\vocals.wav,Datasets\Db1\Db_043\drums.wav,Datasets\Db1\Db_043\bass.wav,Datasets\Db1\Db_043\other.wav,385.7351700680272
Datasets\Db2\Db_088\mixture.wav,Datasets\Db2\Db_088\vocals.wav,Datasets\Db2\Db_088\drums.wav,Datasets\Db2\Db_088\bass.wav,Datasets\Db2\Db_088\other.wav,189.7142857142857
Datasets\Db2\Db_101\mixture.wav,Datasets\Db2\Db_101\vocals.wav,Datasets\Db2\Db_101\drums.wav,Datasets\Db2\Db_101\bass.wav,Datasets\Db2\Db_101\other.wav,212.7692290249433
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db2\Db_199\mixture.wav,Datasets\Db2\Db_199\vocals.wav,Datasets\Db2\Db_199\drums.wav,Datasets\Db2\Db_199\bass.wav,Datasets\Db2\Db_199\other.wav,206.0
Datasets\Db3\Db_062\mixture.wav,Datasets\Db3\Db_062\vocals.wav,Datasets\Db3\Db_062\drums.wav,Datasets\Db3\Db_062\bass.wav,Datasets\Db3\Db_062\other.wav,286.0
Datasets\Db2\Db_057\mixture.wav,Datasets\Db2\Db_057\vocals.wav,Datasets\Db2\Db_057\drums.wav,Datasets\Db2\Db_057\bass.wav,Datasets\Db2\Db_057\other.wav,235.2
Datasets\Db2\Db_043\mixture.wav,Datasets\Db2\Db_043\vocals.wav,Datasets\Db2\Db_043\drums.wav,Datasets\Db2\Db_043\bass.wav,Datasets\Db2\Db_043\other.wav,159.02748299319728
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db2\Db_067\mixture.wav,Datasets\Db2\Db_067\vocals.wav,Datasets\Db2\Db_067\drums.wav,Datasets\Db2\Db_067\bass.wav,Datasets\Db2\Db_067\other.wav,228.29984126984127
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db3\Db_070\mixture.wav,Datasets\Db3\Db_070\vocals.wav,Datasets\Db3\Db_070\drums.wav,Datasets\Db3\Db_070\bass.wav,Datasets\Db3\Db_070\other.wav,292.82142857142856
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db3\Db_022\mixture.wav,Datasets\Db3\Db_022\vocals.wav,Datasets\Db3\Db_022\drums.wav,Datasets\Db3\Db_022\bass.wav,Datasets\Db3\Db_022\other.wav,230.93303854875285
Datasets\Db2\Db_018\mixture.wav,Datasets\Db2\Db_018\vocals.wav,Datasets\Db2\Db_018\drums.wav,Datasets\Db2\Db_018\bass.wav,Datasets\Db2\Db_018\other.wav,233.0
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db3\Db_113\mixture.wav,Datasets\Db3\Db_113\vocals.wav,Datasets\Db3\Db_113\drums.wav,Datasets\Db3\Db_113\bass.wav,Datasets\Db3\Db_113\other.wav,326.00002267573694
Datasets\Db3\Db_145\mixture.wav,Datasets\Db3\Db_145\vocals.wav,Datasets\Db3\Db_145\drums.wav,Datasets\Db3\Db_145\bass.wav,Datasets\Db3\Db_145\other.wav,207.8973242630385
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db3\Db_043\mixture.wav,Datasets\Db3\Db_043\vocals.wav,Datasets\Db3\Db_043\drums.wav,Datasets\Db3\Db_043\bass.wav,Datasets\Db3\Db_043\other.wav,192.0
Datasets\Db2\Db_195\mixture.wav,Datasets\Db2\Db_195\vocals.wav,Datasets\Db2\Db_195\drums.wav,Datasets\Db2\Db_195\bass.wav,Datasets\Db2\Db_195\other.wav,271.181768707483
Datasets\Db1\Db_033\mixture.wav,Datasets\Db1\Db_033\vocals.wav,Datasets\Db1\Db_033\drums.wav,Datasets\Db1\Db_033\bass.wav,Datasets\Db1\Db_033\other.wav,268.7941950113379
Datasets\Db3\Db_003\mixture.wav,Datasets\Db3\Db_003\vocals.wav,Datasets\Db3\Db_003\drums.wav,Datasets\Db3\Db_003\bass.wav,Datasets\Db3\Db_003\other.wav,205.6578911564626
Datasets\Db1\Db_034\mixture.wav,Datasets\Db1\Db_034\vocals.wav,Datasets\Db1\Db_034\drums.wav,Datasets\Db1\Db_034\bass.wav,Datasets\Db1\Db_034\other.wav,379.2360770975056
Datasets\Db2\Db_044\mixture.wav,Datasets\Db2\Db_044\vocals.wav,Datasets\Db2\Db_044\drums.wav,Datasets\Db2\Db_044\bass.wav,Datasets\Db2\Db_044\other.wav,203.3620634920635
Datasets\Db3\Db_058\mixture.wav,Datasets\Db3\Db_058\vocals.wav,Datasets\Db3\Db_058\drums.wav,Datasets\Db3\Db_058\bass.wav,Datasets\Db3\Db_058\other.wav,242.1428571428572
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db3\Db_055\mixture.wav,Datasets\Db3\Db_055\vocals.wav,Datasets\Db3\Db_055\drums.wav,Datasets\Db3\Db_055\bass.wav,Datasets\Db3\Db_055\other.wav,218.69419501133788
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db2\Db_026\mixture.wav,Datasets\Db2\Db_026\vocals.wav,Datasets\Db2\Db_026\drums.wav,Datasets\Db2\Db_026\bass.wav,Datasets\Db2\Db_026\other.wav,240.0
Datasets\Db3\Db_113\mixture.wav,Datasets\Db3\Db_113\vocals.wav,Datasets\Db3\Db_113\drums.wav,Datasets\Db3\Db_113\bass.wav,Datasets\Db3\Db_113\other.wav,326.00002267573694
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db3\Db_049\mixture.wav,Datasets\Db3\Db_049\vocals.wav,Datasets\Db3\Db_049\drums.wav,Datasets\Db3\Db_049\bass.wav,Datasets\Db3\Db_049\other.wav,204.6018820861678
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db2\Db_226\mixture.wav,Datasets\Db2\Db_226\vocals.wav,Datasets\Db2\Db_226\drums.wav,Datasets\Db2\Db_226\bass.wav,Datasets\Db2\Db_226\other.wav,216.0
Datasets\Db2\Db_119\mixture.wav,Datasets\Db2\Db_119\vocals.wav,Datasets\Db2\Db_119\drums.wav,Datasets\Db2\Db_119\bass.wav,Datasets\Db2\Db_119\other.wav,187.2262811791383
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db1\Db_005\mixture.wav,Datasets\Db1\Db_005\vocals.wav,Datasets\Db1\Db_005\drums.wav,Datasets\Db1\Db_005\bass.wav,Datasets\Db1\Db_005\other.wav,255.2554648526077
Datasets\Db2\Db_157\mixture.wav,Datasets\Db2\Db_157\vocals.wav,Datasets\Db2\Db_157\drums.wav,Datasets\Db2\Db_157\bass.wav,Datasets\Db2\Db_157\other.wav,222.3902494331066
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db2\Db_051\mixture.wav,Datasets\Db2\Db_051\vocals.wav,Datasets\Db2\Db_051\drums.wav,Datasets\Db2\Db_051\bass.wav,Datasets\Db2\Db_051\other.wav,186.66666666666663
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db3\Db_122\mixture.wav,Datasets\Db3\Db_122\vocals.wav,Datasets\Db3\Db_122\drums.wav,Datasets\Db3\Db_122\bass.wav,Datasets\Db3\Db_122\other.wav,310.1473469387755
Datasets\Db1\Db_057\mixture.wav,Datasets\Db1\Db_057\vocals.wav,Datasets\Db1\Db_057\drums.wav,Datasets\Db1\Db_057\bass.wav,Datasets\Db1\Db_057\other.wav,385.560566893424
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db2\Db_070\mixture.wav,Datasets\Db2\Db_070\vocals.wav,Datasets\Db2\Db_070\drums.wav,Datasets\Db2\Db_070\bass.wav,Datasets\Db2\Db_070\other.wav,227.9592970521542
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db2\Db_128\mixture.wav,Datasets\Db2\Db_128\vocals.wav,Datasets\Db2\Db_128\drums.wav,Datasets\Db2\Db_128\bass.wav,Datasets\Db2\Db_128\other.wav,254.911746031746
